Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,June,Banyule-Nillumbik,Nillumbik,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,3,1.5,4.7
2025,June,Banyule-Nillumbik,Nillumbik,C Drug offences,C30 Drug use and possession,C32 Drug possession,35,17.8,54.8
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,5,2.5,7.8
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,14,7.1,21.9
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,1.5,4.7
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,4,2.0,6.3
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,15,7.6,23.5
2025,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,20,10.2,31.3
2025,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,1.5,4.7
2025,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,150,76.2,234.7
2025,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,31,15.7,48.5
2025,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,4,2.0,6.3
2025,June,Banyule-Nillumbik,Nillumbik,F Other offences,F20 Transport regulation offences,F21 Public transport,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,0.5,1.6
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.6,4.5
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,66,87.3,148.9
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,59,78.0,133.1
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",18,23.8,40.6
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,156,206.4,351.9
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,73,96.6,164.7
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,103,136.3,232.4
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4,5.3,9.0
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3,4.0,6.8
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,2.6,4.5
2025,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,25,33.1,56.4
2025,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,10,13.2,22.6
2025,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,10,13.2,22.6
2025,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,6.6,11.3
2025,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,32,42.3,72.2
2025,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,14,18.5,31.6
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,8,10.6,18.0
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,11,14.6,24.8
2025,June,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,18,23.8,40.6
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B11 Cause damage by fire,14,18.5,31.6
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B19 Other fire related offences,19,25.1,42.9
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B21 Criminal damage,264,349.2,595.6
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B22 Graffiti,12,15.9,27.1
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B29 Other property damage offences,3,4.0,6.8
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,56,74.1,126.3
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,130,172.0,293.3
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,86,113.8,194.0
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,63,83.3,142.1
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,147,194.5,331.6
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B43 Steal from a retail store,151,199.7,340.7
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,30,39.7,67.7
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,35,46.3,79.0
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B49 Other theft,211,279.1,476.0
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,5,6.6,11.3
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,66,87.3,148.9
2025,June,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B54 State false information,2,2.6,4.5
2025,June,Bass Coast,Bass Coast,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,7,9.3,15.8
2025,June,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,4,5.3,9.0
2025,June,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,5,6.6,11.3
2025,June,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C31 Drug use,2,2.6,4.5
2025,June,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C32 Drug possession,59,78.0,133.1
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,20,26.5,45.1
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,40,52.9,90.2
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,2.6,4.5
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,6,7.9,13.5
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,5,6.6,11.3
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,25,33.1,56.4
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,38,50.3,85.7
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,5,6.6,11.3
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,354,468.3,798.6
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,61,80.7,137.6
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,24,31.7,54.1
2025,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,4,5.3,9.0
2025,June,Bass Coast,Bass Coast,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,1.3,2.3
2025,June,Bass Coast,Bass Coast,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,1.3,2.3
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.6,6.4
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,54,71.4,172.7
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,28,37.0,89.5
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",8,10.6,25.6
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,82,108.5,262.2
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,30,39.7,95.9
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,56,74.1,179.1
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,4.0,9.6
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.3,3.2
2025,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,14,18.5,44.8
2025,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,2.6,6.4
2025,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,9,11.9,28.8
2025,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,4.0,9.6
2025,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,23,30.4,73.6
2025,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,12,15.9,38.4
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,6,7.9,19.2
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,2,2.6,6.4
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2,2.6,6.4
2025,June,Bass Coast,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,9,11.9,28.8
2025,June,Bass Coast,South Gippsland,B Property and deception offences,B10 Arson,B11 Cause damage by fire,24,31.7,76.8
2025,June,Bass Coast,South Gippsland,B Property and deception offences,B10 Arson,B19 Other fire related offences,5,6.6,16.0
2025,June,Bass Coast,South Gippsland,B Property and deception offences,B20 Property damage,B21 Criminal damage,156,206.4,498.9
2025,June,Bass Coast,South Gippsland,B Property and deception offences,B20 Property damage,B22 Graffiti,13,17.2,41.6
2025,June,Bass Coast,South Gippsland,B Property and deception offences,B20 Property damage,B29 Other property damage offences,3,4.0,9.6
